date,float,Close/Last,Open,High,Low
09/07/2023,73.7199999999993,13748.83,13675.11,13774.63,13642.47
09/06/2023,-116.34,13872.47,13988.81,14001.95,13802.42
09/05/2023,26.4099999999999,14020.95,13994.54,14060.85,13945.65
09/01/2023,-98.1499999999996,14031.81,14129.96,14149.62,13982.42
08/31/2023,-6.57000000000153,14034.97,14041.54,14114.67,14010.48
08/30/2023,57.5399999999991,14019.31,13961.77,14050.82,13924.2
08/29/2023,256.530000000001,13943.76,13687.23,13959.81,13677.06
08/28/2023,9.76999999999862,13705.13,13695.36,13735.98,13626.64
08/25/2023,76.2799999999988,13590.65,13514.37,13633.42,13376.35
08/24/2023,-370.34,13463.97,13834.31,13834.69,13462.84
08/23/2023,188.6,13721.03,13532.43,13757,13532.43
08/22/2023,-88.0799999999999,13505.87,13593.95,13598.77,13484.38
08/21/2023,150.33,13497.59,13347.26,13516.86,13325.59
08/18/2023,100.76,13290.78,13190.02,13335.87,13161.76
08/17/2023,-210.369999999999,13316.93,13527.3,13535.09,13303.45
08/16/2023,-118.540000000001,13474.63,13593.17,13644.32,13473.03
08/15/2023,-129.43,13631.05,13760.48,13774.98,13611.93
08/14/2023,189.33,13788.33,13599,13789.16,13582.49
08/11/2023,-8.60999999999876,13644.85,13653.46,13720.33,13609.98
08/10/2023,-80.2600000000002,13737.99,13818.25,13947.16,13686.51
08/09/2023,-175.59,13722.02,13897.61,13898.54,13698.39
08/08/2023,8.86999999999898,13884.32,13875.45,13899.74,13769.34
08/07/2023,21.9499999999989,13994.4,13972.45,13997.15,13864.92
08/04/2023,-195.92,13909.24,14105.16,14119.22,13897.93
08/03/2023,59.9599999999991,13959.72,13899.76,14032.28,13881.35
08/02/2023,-159.279999999999,13973.45,14132.73,14133.85,13914.81
08/01/2023,8.97999999999956,14283.91,14274.93,14309.21,14215.64
07/31/2023,8.1200000000008,14346.02,14337.9,14370.91,14292.75
07/28/2023,116.83,14316.66,14199.83,14344.35,14188.1
07/27/2023,-269.049999999999,14050.11,14319.16,14360.2,14006.92
07/26/2023,3.76000000000022,14127.28,14123.52,14187.35,14041.95
07/25/2023,51.3199999999997,14144.56,14093.24,14201.91,14092.52
07/24/2023,-22.7599999999984,14058.87,14081.63,14110.15,13997.13
07/21/2023,-115.370000000001,14032.81,14148.18,14179.01,14020.45
07/20/2023,-209.980000000001,14063.31,14273.29,14309.92,14030.62
07/19/2023,-40.5100000000002,14358.02,14398.53,14446.55,14317.09
07/18/2023,141.389999999999,14353.64,14212.25,14396.69,14176.11
07/17/2023,95.0300000000007,14244.95,14149.92,14274.41,14138.01
07/14/2023,-52.9599999999991,14113.7,14166.66,14232.11,14081.96
07/13/2023,117.42,14138.57,14021.15,14163.8,14012.24
07/12/2023,3.31999999999971,13918.96,13915.64,13963.45,13842.13
07/11/2023,50.8900000000012,13760.7,13709.81,13774.83,13643.32
07/10/2023,40.1099999999988,13685.48,13645.37,13692.41,13584.87
07/07/2023,-7.35000000000036,13660.72,13668.07,13804.51,13656.73
07/06/2023,25.8700000000008,13679.04,13653.17,13689.52,13567.25
07/05/2023,19.5499999999993,13791.65,13772.1,13844.5,13764.25
07/03/2023,18.0699999999997,13816.77,13798.7,13839.09,13773.41
06/30/2023,67.9400000000005,13787.92,13719.98,13816.68,13716.16
06/29/2023,-1.03000000000065,13591.33,13592.36,13618.53,13540.26
06/28/2023,85.7299999999996,13591.75,13506.02,13654.14,13495.73
06/27/2023,166.42,13555.67,13389.25,13578.8,13366.97
06/26/2023,-132.959999999999,13335.78,13468.74,13573.57,13334.42
06/23/2023,8.42000000000007,13492.52,13484.1,13572.19,13442.65
06/22/2023,187.200000000001,13630.61,13443.41,13631.85,13441.56
06/21/2023,-118.67,13502.2,13620.87,13638.57,13460.94
06/20/2023,25,13667.29,13642.29,13711.18,13561.84
06/16/2023,-169.5,13689.57,13859.07,13864.06,13680.95
06/15/2023,209.94,13782.82,13572.88,13828.17,13561.37
06/14/2023,55.9200000000001,13626.48,13570.56,13661.74,13455.99
06/13/2023,6.79999999999927,13573.32,13566.52,13594.4,13473.19
06/12/2023,135.549999999999,13461.92,13326.37,13465.91,13302.58
06/09/2023,-53.25,13259.14,13312.39,13385.95,13229.33
06/08/2023,125.25,13238.52,13113.27,13248.6,13101.18
06/07/2023,-190.370000000001,13104.89,13295.26,13361.9,13089.48
06/06/2023,76.8299999999999,13276.42,13199.59,13306.21,13165.65
06/05/2023,-9.04999999999927,13229.43,13238.48,13330.65,13194.95
06/02/2023,50.2900000000009,13240.77,13190.48,13256.21,13125.86
06/01/2023,156.52,13100.98,12944.46,13141.83,12903.63
05/31/2023,-33.0899999999983,12935.29,12968.38,13029.08,12889.37
05/30/2023,-91.6700000000001,13017.43,13109.1,13154.29,12968.12
05/26/2023,239.27,12975.69,12736.42,13001.91,12729.74
05/25/2023,-8.35000000000036,12698.09,12706.44,12736.92,12604.89
05/24/2023,2.27000000000044,12484.16,12481.89,12529.63,12415.85
05/23/2023,-92.6299999999992,12560.25,12652.88,12709.74,12554.43
05/22/2023,56.3400000000001,12720.78,12664.44,12756.22,12655.26
05/19/2023,-51.5599999999995,12657.9,12709.46,12731.73,12624.06
05/18/2023,174.969999999999,12688.84,12513.87,12698.5,12512.26
05/17/2023,111.99,12500.57,12388.58,12514.07,12335.02
05/16/2023,16,12343.05,12327.05,12403.81,12324.52
05/15/2023,-2.48000000000138,12365.21,12367.69,12376.4,12263.35
05/12/2023,-65.7800000000007,12284.74,12350.52,12364.65,12209.58
05/11/2023,7.25,12328.51,12321.26,12347.38,12255.44
05/10/2023,19.7800000000007,12306.44,12286.66,12337.69,12180.86
05/09/2023,-16.2300000000014,12179.55,12195.78,12216.13,12174.06
05/08/2023,25.2399999999998,12256.92,12231.68,12264.99,12178.26
05/05/2023,162.379999999999,12235.41,12073.03,12264.83,12065.72
05/04/2023,-30.9400000000005,11966.4,11997.34,12033.15,11925.37
05/03/2023,-71.7100000000009,12025.33,12097.04,12212.55,12022.46
05/02/2023,-117.51,12080.51,12198.02,12206.58,12015.23
05/01/2023,2.55000000000109,12212.6,12210.05,12261.32,12181.08
04/28/2023,109.039999999999,12226.58,12117.54,12227.72,12082.57
04/27/2023,170.09,12142.24,11972.15,12154.01,11950.92
04/26/2023,-58.8799999999992,11854.35,11913.23,11967.99,11833.07
04/25/2023,-169.65,11799.16,11968.81,11990.46,11798.77
04/24/2023,-16.2699999999986,12037.2,12053.47,12103.58,11960.3
04/21/2023,26.4299999999985,12072.46,12046.03,12097.15,11986.82
04/20/2023,20.4799999999996,12059.56,12039.08,12155.96,12011.95
04/19/2023,93.5499999999993,12157.23,12063.68,12191.1,12060.17
04/18/2023,-81.1499999999996,12153.41,12234.56,12245.43,12110.23
04/17/2023,49.4899999999998,12157.72,12108.23,12159.02,12064.1
04/14/2023,5.55999999999949,12123.47,12117.91,12205.72,12026.55
04/13/2023,168.85,12166.27,11997.42,12178.8,11995.94
04/12/2023,-181.530000000001,11929.34,12110.87,12134.5,11916.54
04/11/2023,-48.3600000000006,12031.88,12080.24,12091.27,12011.4
04/10/2023,109.220000000001,12084.35,11975.13,12084.95,11924.2
04/06/2023,148.879999999999,12087.96,11939.08,12098.5,11898.36
04/05/2023,-84.8999999999996,11996.86,12081.76,12086.75,11931.85
04/04/2023,-82.1599999999999,12126.33,12208.49,12224.68,12081.81
04/03/2023,43.3600000000006,12189.45,12146.09,12196.34,12086.52
03/31/2023,190.369999999999,12221.91,12031.54,12227.93,12030.44
03/30/2023,3.01999999999862,12013.47,12010.45,12044.79,11953.37
03/29/2023,70.6499999999996,11926.24,11855.59,11941.6,11823.35
03/28/2023,-36.6800000000003,11716.08,11752.76,11752.76,11635.03
03/27/2023,-99.7000000000007,11768.84,11868.54,11903.21,11739.05
03/24/2023,76.3399999999983,11823.96,11747.62,11826.23,11670.67
03/23/2023,-23.9200000000001,11787.4,11811.32,11962.69,11684.52
03/22/2023,-187.540000000001,11669.96,11857.5,12013.99,11666.85
03/21/2023,95.3199999999997,11860.11,11764.79,11879.16,11724.91
03/20/2023,61.1500000000015,11675.54,11614.39,11695.55,11550.69
03/17/2023,-65.8299999999999,11630.51,11696.34,11773.11,11562.63
03/16/2023,332.41,11717.28,11384.87,11733.8,11365.49
03/15/2023,36.6999999999989,11434.05,11397.35,11447.9,11238.44
03/14/2023,70.4200000000001,11428.15,11357.73,11467.02,11284.93
03/13/2023,147.380000000001,11188.84,11041.46,11326.73,10982.8
03/10/2023,-186.470000000001,11138.89,11325.36,11373.81,11093.86
03/09/2023,-239.959999999999,11338.35,11578.31,11667.12,11319.98
03/08/2023,22.9099999999999,11576,11553.09,11601.23,11487.75
03/07/2023,-140.65,11530.33,11670.98,11705.96,11512.03
03/06/2023,-61.130000000001,11675.74,11736.87,11827.92,11667.48
03/03/2023,164.360000000001,11689.01,11524.65,11699.63,11514.74
03/02/2023,189.209999999999,11462.98,11273.77,11487.59,11273.61
03/01/2023,-68.1000000000004,11379.48,11447.58,11479,11349.87
02/28/2023,4.4900000000016,11455.54,11451.05,11548.23,11435.39
02/27/2023,-50.210000000001,11466.98,11517.19,11565.23,11444.6
02/24/2023,-9.23999999999978,11394.94,11404.18,11434.36,11334.47
02/23/2023,-46.5300000000007,11590.4,11636.93,11638.98,11432.58
02/22/2023,-10.130000000001,11507.07,11517.2,11582.52,11445.17
02/21/2023,-148.070000000002,11492.3,11640.37,11684.14,11491.18
02/17/2023,9.77000000000044,11787.27,11777.5,11803.22,11673.21
02/16/2023,-40.4799999999996,11855.83,11896.31,12040.34,11853.36
02/15/2023,165.469999999999,12070.59,11905.12,12071.29,11876.82
02/14/2023,151.949999999999,11960.15,11808.2,11999.85,11760.56
02/13/2023,132.700000000001,11891.79,11759.09,11910.92,11719.73
02/10/2023,3.52000000000044,11718.12,11714.6,11775.8,11630.54
02/09/2023,-279.52,11789.58,12069.1,12070.96,11745.11
02/08/2023,-158.6,11910.52,12069.12,12096.39,11890.09
02/07/2023,222.540000000001,12113.79,11891.25,12150.22,11836.78
02/06/2023,-16.9599999999991,11887.45,11904.41,11973.41,11843.49
02/03/2023,60.0900000000001,12006.95,11946.86,12231.31,11946.86
02/02/2023,135.67,12200.82,12065.15,12269.55,12024.14
02/01/2023,243.18,11816.32,11573.14,11904.02,11500.33
01/31/2023,185.969999999999,11584.55,11398.58,11586.01,11398.37
01/30/2023,-118.530000000001,11393.81,11512.34,11553.31,11388.54
01/27/2023,151.24,11621.71,11470.47,11691.89,11470.27
01/26/2023,54.0100000000002,11512.41,11458.4,11516.05,11341.19
01/25/2023,166.83,11313.36,11146.53,11334.22,11069.18
01/24/2023,31.3400000000001,11334.27,11302.93,11378.15,11282.65
01/23/2023,192.469999999999,11364.41,11171.94,11405.5,11144.03
01/20/2023,215.77,11140.43,10924.66,11143.17,10885.65
01/19/2023,-38.1299999999992,10852.27,10890.4,10932.52,10804.57
01/18/2023,-213.94,10957.01,11170.95,11223.41,10952.05
01/17/2023,25.1100000000006,11095.11,11070,11145.44,11024.72
01/13/2023,172.789999999999,11079.16,10906.37,11084.01,10900.16
01/12/2023,31.8400000000001,11001.1,10969.26,11027.75,10797.12
01/11/2023,136.68,10931.67,10794.99,10932.44,10762.73
01/10/2023,134.91,10742.63,10607.72,10743.67,10589.59
01/09/2023,-26.4500000000007,10635.65,10662.1,10807.26,10619.12
01/06/2023,205.330000000002,10569.29,10363.96,10604.14,10265.04
01/05/2023,-85.0699999999997,10305.24,10390.31,10393.22,10295.25
01/04/2023,-9.05999999999949,10458.76,10467.82,10515.22,10337.64
01/03/2023,-175.08,10386.98,10562.06,10613.06,10309.16
12/30/2022,98.1099999999988,10466.48,10368.37,10468.31,10324.7
12/29/2022,156.630000000001,10478.09,10321.46,10502.08,10301.06
12/28/2022,-125.91,10213.29,10339.2,10414.82,10207.47
12/27/2022,-108.960000000001,10353.23,10462.19,10472.32,10340.73
12/23/2022,60.1100000000006,10497.86,10437.75,10514.76,10361.82
12/22/2022,-110.339999999998,10476.12,10586.46,10599.34,10313.32
12/21/2022,117.370000000001,10709.37,10592,10753.57,10569.2
12/20/2022,56.2200000000012,10547.11,10490.89,10609.46,10446.82
12/19/2022,-161.41,10546.03,10707.44,10713.97,10497.55
12/16/2022,-62.2199999999994,10705.41,10767.63,10833.24,10642.1
12/15/2022,-202.09,10810.53,11012.62,11029.57,10775.61
12/14/2022,-77.2000000000007,11170.89,11248.09,11352.09,11065.24
12/13/2022,-286.030000000001,11256.81,11542.84,11571.64,11160.54
12/12/2022,128.26,11143.74,11015.48,11144.67,10984.82
12/09/2022,-33.5499999999993,11004.62,11038.17,11138.7,10999.26
12/08/2022,70.6700000000001,11082,11011.33,11119.16,10939.47
12/07/2022,-5.40000000000146,10958.55,10963.95,11039.81,10910.62
12/06/2022,-213.530000000001,11014.89,11228.42,11241.42,10956.2
12/05/2022,-141.049999999999,11239.94,11380.99,11425.51,11193.02
12/02/2022,153.120000000001,11461.5,11308.38,11492.32,11296.72
12/01/2022,7.28000000000066,11482.45,11475.17,11546.77,11378.75
11/30/2022,472.799999999999,11468,10995.2,11468.47,10966.53
11/29/2022,-76.2399999999998,10983.78,11060.02,11086.02,10944.37
11/28/2022,-98.0699999999997,11049.5,11147.57,11217.75,11020.69
11/25/2022,-4.63999999999942,11226.36,11231,11261.57,11206.38
11/23/2022,110.709999999999,11285.32,11174.61,11310.82,11174.61
11/22/2022,115.85,11174.41,11058.56,11179.87,10975.66
11/21/2022,-66.5,11024.51,11091.01,11128.78,10999.75
11/18/2022,-110.950000000001,11146.06,11257.01,11259.44,11059.16
11/17/2022,136.289999999999,11144.96,11008.67,11198.84,11006.21
11/16/2022,-76.4400000000005,11183.66,11260.1,11286.1,11162.92
11/15/2022,-116.41,11358.41,11474.82,11492.62,11241.15
11/14/2022,-37.6800000000003,11196.22,11233.9,11350.12,11167.17
11/11/2022,198.58,11323.33,11124.75,11352.43,11069.83
11/10/2022,244.98,11114.15,10869.17,11119.11,10779.95
11/09/2022,-178.469999999999,10353.17,10531.64,10564.97,10344.01
11/08/2022,4.67000000000007,10616.2,10611.53,10745.64,10472.73
11/07/2022,47.5799999999999,10564.52,10516.94,10587.96,10428.91
11/04/2022,-72.8899999999994,10475.25,10548.14,10553.63,10262.93
11/03/2022,-56.5100000000002,10342.94,10399.45,10486.01,10319.54
11/02/2022,-360.210000000001,10524.8,10885.01,10993.24,10522.9
11/01/2022,-263.889999999999,10890.85,11154.74,11156.35,10881.19
10/31/2022,-40.2800000000007,10988.15,11028.43,11047.94,10914
10/28/2022,336.25,11102.45,10766.2,11117.04,10766.2
10/27/2022,-179.280000000001,10792.67,10971.95,10998.73,10780.5
10/26/2022,1.96999999999935,10970.99,10969.02,11205.84,10948.38
10/25/2022,202.150000000001,11199.12,10996.97,11210.38,10996.97
10/24/2022,85.5400000000009,10952.61,10867.07,10983.52,10713.33
10/21/2022,283.679999999998,10859.72,10576.04,10875.72,10542.43
10/20/2022,-42.5699999999997,10614.84,10657.41,10837.3,10574.55
10/19/2022,-8.79999999999927,10680.51,10689.31,10808.04,10592.88
10/18/2022,-191.59,10772.4,10963.99,10972.97,10670.12
10/17/2022,100.15,10675.8,10575.65,10696.59,10569.69
10/14/2022,-421.42,10321.39,10742.81,10766.69,10308.81
10/13/2022,517.33,10649.15,10131.82,10697.71,10088.83
10/12/2022,-19.8999999999996,10417.1,10437,10494.53,10372.21
10/11/2022,-58.1800000000003,10426.19,10484.37,10608.84,10351.98
10/10/2022,-117.85,10542.1,10659.95,10669.93,10449.04
10/07/2022,-224.880000000001,10652.4,10877.28,10891.93,10608.52
10/06/2022,-55.7300000000014,11073.31,11129.04,11230.44,11051.27
10/05/2022,125.969999999999,11148.64,11022.67,11210.32,10910.76
10/04/2022,121.690000000001,11176.41,11054.72,11189.96,11044.04
10/03/2022,156.42,10815.43,10659.01,10875.46,10577.89
09/30/2022,-122.089999999998,10575.62,10697.71,10883.04,10572.33
09/29/2022,-156.93,10737.51,10894.44,10899.47,10623.22
09/28/2022,234.119999999999,11051.64,10817.52,11101.5,10776.34
09/27/2022,-125.790000000001,10829.5,10955.29,11040.98,10741.02
09/26/2022,-30.4599999999991,10802.92,10833.38,11024,10789.05
09/23/2022,-84.7600000000002,10867.93,10952.69,10958.29,10732.72
09/22/2022,-100.57,11066.81,11167.38,11203.77,11024.64
09/21/2022,-246.019999999999,11220.19,11466.21,11613.57,11218.99
09/20/2022,-15.0900000000001,11425.05,11440.14,11520.99,11343.72
09/19/2022,196.450000000001,11535.02,11338.57,11538.13,11337.83
09/16/2022,47.1900000000005,11448.4,11401.21,11460.43,11316.92
09/15/2022,-80.8799999999992,11552.36,11633.24,11760.73,11497.11
09/14/2022,39.2700000000004,11719.68,11680.41,11746.83,11602.76
09/13/2022,-275.24,11633.57,11908.81,11957.97,11604.43
09/12/2022,91.4699999999993,12266.41,12174.94,12270.19,12169.28
09/09/2022,153.699999999999,12112.31,11958.61,12132.67,11958.61
09/08/2022,182.269999999999,11862.13,11679.86,11896.73,11660.53
09/07/2022,232.52,11791.9,11559.38,11819.07,11555.08
09/06/2022,-98.1200000000008,11544.91,11643.03,11679.43,11471.5
09/02/2022,-268.279999999999,11630.86,11899.14,11945.91,11573.51
09/01/2022,77.6899999999987,11785.13,11707.44,11798.37,11546.52
08/31/2022,-156.359999999999,11816.2,11972.56,12027.43,11814.17
08/30/2022,-209.92,11883.14,12093.06,12101.85,11790.02
08/29/2022,-3.3799999999992,12017.67,12021.05,12124.87,11981.42
08/26/2022,-488.870000000001,12141.71,12630.58,12655.84,12141.52
08/25/2022,132.9,12639.27,12506.37,12641.26,12471.98
08/24/2022,56.380000000001,12431.53,12375.15,12504.33,12350.16
08/23/2022,0.929999999998472,12381.3,12380.37,12490.85,12352.03
08/22/2022,-141.59,12381.57,12523.16,12538.55,12353.73
08/19/2022,-127.050000000001,12705.22,12832.27,12859.01,12674.87
08/18/2022,27.5499999999993,12965.34,12937.79,13002.66,12873.49
08/17/2022,-30.5099999999984,12938.12,12968.63,13053.51,12863.01
08/16/2022,19.9099999999999,13102.55,13082.64,13181.09,12979.24
08/15/2022,131.42,13128.05,12996.63,13146.06,12993.78
08/12/2022,180.880000000001,13047.19,12866.31,13047.19,12821.22
08/11/2022,-208.040000000001,12779.91,12987.95,13026.24,12760.09
08/10/2022,61.3599999999988,12854.8,12793.44,12861.44,12698.61
08/09/2022,-63.5599999999995,12493.93,12557.49,12582.91,12438.86
08/08/2022,-59.2600000000002,12644.46,12703.72,12855.15,12597.75
08/05/2022,118.75,12657.55,12538.8,12720.44,12525.77
08/04/2022,45.5399999999991,12720.58,12675.04,12736.19,12600.78
08/03/2022,234.289999999999,12668.16,12433.87,12699.64,12425.21
08/02/2022,-131.02,12348.76,12479.78,12503.34,12260.48
08/01/2022,51.0200000000004,12368.98,12317.96,12499.72,12271.98
07/29/2022,151,12390.69,12239.69,12426.26,12181.13
07/28/2022,126.110000000001,12162.59,12036.48,12179.09,11886.67
07/27/2022,276.23,12032.42,11756.19,12081.73,11718.38
07/26/2022,-138.960000000001,11562.57,11701.53,11711.31,11533.37
07/25/2022,-55.2899999999991,11782.67,11837.96,11855.11,11707.53
07/22/2022,-191.26,11834.11,12025.37,12093.02,11767.19
07/21/2022,145.460000000001,12059.61,11914.15,12060.59,11812.72
07/20/2022,171.56,11897.65,11726.09,11939.96,11703.36
07/19/2022,198.15,11713.15,11515,11721.22,11448.97
07/18/2022,-201.59,11360.05,11561.64,11629.03,11322.84
07/15/2022,73.0599999999995,11452.42,11379.36,11454.69,11295.33
07/14/2022,99.9800000000014,11251.19,11151.21,11279.97,11005.93
07/13/2022,191.030000000001,11247.58,11056.55,11325.67,11031.27
07/12/2022,-156.16,11264.73,11420.89,11483.17,11207.08
07/11/2022,-151.889999999999,11372.6,11524.49,11541.1,11348.06
07/08/2022,131.699999999999,11635.31,11503.61,11689.7,11479.77
07/07/2022,198.75,11621.35,11422.6,11644.47,11412.88
07/06/2022,23.9500000000007,11361.85,11337.9,11443.15,11250.32
07/05/2022,358.06,11322.24,10964.18,11323.89,10911.45
07/01/2022,121.02,11127.85,11006.83,11132.55,10922.71
06/30/2022,-19.5100000000002,11028.74,11048.25,11160.92,10850.01
06/29/2022,17.6700000000001,11177.89,11160.22,11226.33,11072.19
06/28/2022,-360.699999999999,11181.54,11542.24,11635.85,11177.68
06/27/2022,-136.470000000001,11524.55,11661.02,11677.49,11487.07
06/24/2022,256.310000000001,11607.62,11351.31,11613.23,11337.78
06/23/2022,94.5100000000002,11232.19,11137.68,11260.27,11046.28
06/22/2022,111.129999999999,11053.08,10941.95,11216.77,10938.06
06/21/2022,95.25,11069.3,10974.05,11164.99,10974.05
06/17/2022,100.800000000001,10798.35,10697.55,10884.71,10638.72
06/16/2022,-159.92,10646.1,10806.02,10831.07,10565.14
06/15/2022,130.75,11099.15,10968.4,11244.26,10866.39
06/14/2022,-69.0799999999999,10828.35,10897.43,10926.81,10733.04
06/13/2022,-177.620000000001,10809.23,10986.85,11071.48,10775.14
06/10/2022,-203.859999999999,11340.02,11543.88,11569.15,11328.27
06/09/2022,-262.24,11754.23,12016.47,12115.06,11751.98
06/08/2022,-61.0100000000002,12086.27,12147.28,12235.78,12052.7
06/07/2022,249.42,12175.23,11925.81,12194.86,11888.61
06/06/2022,-138.959999999999,12061.37,12200.33,12245.4,12004.2
06/03/2022,-84.3900000000012,12012.73,12097.12,12167.44,11966.62
06/02/2022,371.33,12316.9,11945.57,12320.12,11901.45
06/01/2022,-182.43,11994.46,12176.89,12237.94,11901.43
05/31/2022,-56.1500000000015,12081.39,12137.54,12190.08,11942.5
05/27/2022,261.439999999999,12131.13,11869.69,12131.66,11856.82
05/26/2022,330.809999999999,11740.65,11409.84,11796.97,11406.16
05/25/2022,209.709999999999,11434.74,11225.03,11511.9,11211.85
05/24/2022,-61.9899999999998,11264.45,11326.44,11351.61,11092.48
05/23/2022,139.800000000001,11535.27,11395.47,11552.07,11304.56
05/20/2022,-188.049999999999,11354.62,11542.67,11552.21,11035.69
05/19/2022,24.1000000000004,11388.5,11364.4,11562.82,11313.31
05/18/2022,-372.530000000001,11418.15,11790.68,11826.22,11381.69
05/17/2022,96.5400000000009,11984.52,11887.98,11988.43,11754.28
05/16/2022,-64.3499999999986,11662.79,11727.14,11804.59,11627.53
05/13/2022,249.030000000001,11805,11555.97,11856.71,11510.26
05/12/2022,171.709999999999,11370.96,11199.25,11547.33,11108.76
05/11/2022,-281.33,11364.24,11645.57,11844.51,11339.18
05/10/2022,-162.67,11737.67,11900.34,11944.94,11566.28
05/09/2022,-299.780000000001,11623.25,11923.03,11990.61,11574.94
05/06/2022,-102.17,12144.66,12246.83,12358.42,11990.15
05/05/2022,-469.83,12317.69,12787.52,12787.52,12183.56
05/04/2022,390.130000000001,12964.86,12574.73,12985.01,12367.02
05/03/2022,52.3000000000011,12563.76,12511.46,12645.83,12460.99
05/02/2022,204.33,12536.02,12331.69,12542.54,12202.41
04/29/2022,-375.780000000001,12334.64,12710.42,12861.83,12315.74
04/28/2022,158.67,12871.53,12712.86,12948.52,12487.86
04/27/2022,-11.9499999999989,12488.93,12500.88,12703.79,12430.9
04/26/2022,-427.300000000001,12490.74,12918.04,12918.04,12490.74
04/25/2022,255.68,13004.85,12749.17,13011.45,12722.59
04/22/2022,-329.509999999998,12839.29,13168.8,13212.6,12828.02
04/21/2022,-449.050000000001,13174.65,13623.7,13710.69,13140.83
04/20/2022,-212.309999999999,13453.07,13665.38,13678.55,13426.12
04/19/2022,307.219999999999,13619.66,13312.44,13643.97,13281.22
04/18/2022,12.9700000000012,13332.36,13319.39,13414.27,13222.03
04/14/2022,-296.35,13351.08,13647.43,13662.93,13345.22
04/13/2022,270.469999999999,13643.59,13373.12,13679.43,13353.66
04/12/2022,-213.120000000001,13371.57,13584.69,13685.95,13317.74
04/11/2022,-135.330000000002,13411.96,13547.29,13585.08,13401.39
04/08/2022,-119.469999999999,13711,13830.47,13866.06,13693.69
04/07/2022,35.8099999999995,13897.3,13861.49,13978.25,13689.23
04/06/2022,-113.76,13888.82,14002.58,14032.84,13788.9
04/05/2022,-58.1100000000006,14204.17,14262.28,14500.29,14169.12
04/04/2022,228.199999999999,14532.55,14304.35,14534.38,14286.45
04/01/2022,-8.03000000000066,14261.5,14269.53,14306.94,14131.81
03/31/2022,-224.26,14220.52,14444.78,14456.74,14217.72
03/30/2022,-116.32,14442.27,14558.59,14609.25,14383.45
03/29/2022,119.25,14619.64,14500.39,14646.9,14419.4
03/28/2022,177.690000000001,14354.9,14177.21,14356,14101.34
03/25/2022,-25.4200000000001,14169.3,14194.72,14218.76,14010.79
03/24/2022,190.52,14191.84,14001.32,14193.55,13897.2
03/23/2022,-67.75,13922.6,13990.35,14152.14,13921.65
03/22/2022,242.389999999999,14108.82,13866.43,14141.07,13857.29
03/21/2022,-21.9300000000003,13838.46,13860.39,13945.8,13682.55
03/18/2022,329.210000000001,13893.84,13564.63,13899.28,13528.06
03/17/2022,254.060000000001,13614.78,13360.72,13620.8,13317.14
03/16/2022,317.189999999999,13436.55,13119.36,13440.12,12992.2
03/15/2022,263.390000000001,12948.62,12685.23,12973.88,12616.59
03/14/2022,-213.900000000001,12581.22,12795.12,12918.01,12555.35
03/11/2022,-385.960000000001,12843.81,13229.77,13239.35,12830.37
03/10/2022,31.6099999999988,13129.96,13098.35,13163.5,12946.28
03/09/2022,141.849999999999,13255.55,13113.7,13301.16,13039.79
03/08/2022,-4.4900000000016,12795.55,12800.04,13159.44,12670.08
03/07/2022,-497.400000000001,12830.96,13328.36,13353.28,12828.02
03/04/2022,-141.789999999999,13313.44,13455.23,13486.71,13224.98
03/03/2022,-299.65,13537.94,13837.59,13837.59,13472.64
03/02/2022,154.49,13752.02,13597.53,13796.55,13493.9
03/01/2022,-184.240000000002,13532.46,13716.7,13777.04,13441.32
02/28/2022,180.57,13751.4,13570.83,13810.64,13549.9
02/25/2022,209.360000000001,13694.62,13485.26,13696.86,13358.29
02/24/2022,885.700000000001,13473.58,12587.88,13486.11,12587.88
02/23/2022,-474.26,13037.49,13511.75,13533.78,13032.17
02/22/2022,-42.8400000000002,13381.52,13424.36,13618.72,13249.65
02/18/2022,-187.33,13548.07,13735.4,13762.4,13465.56
02/17/2022,-287.470000000001,13716.72,14004.19,14020.82,13704.7
02/16/2022,85.1700000000001,14124.09,14038.92,14163.73,13931.99
02/15/2022,142.58,14139.76,13997.18,14142.49,13976.29
02/14/2022,21.9500000000007,13790.92,13768.97,13921.71,13664.76
02/11/2022,-422.470000000001,13791.15,14213.62,14246.7,13733.16
02/10/2022,-43.0400000000009,14185.64,14228.68,14509.56,14118.2
02/09/2022,122.210000000001,14490.37,14368.16,14490.72,14330.87
02/08/2022,210.02,14194.45,13984.43,14226.48,13934.78
02/07/2022,-103.120000000001,14015.67,14118.79,14236.31,13974.1
02/04/2022,139.530000000001,14098.01,13958.48,14222.76,13850.39
02/03/2022,-167.01,13878.82,14045.83,14207.88,13851.74
02/02/2022,-76.9200000000001,14417.55,14494.47,14504.82,14264.65
02/01/2022,68.5699999999997,14346,14277.43,14358.69,14070.77
01/31/2022,427.689999999999,14239.88,13812.19,14242.9,13767.71
01/28/2022,333.860000000001,13770.57,13436.71,13771.91,13236.56
01/27/2022,-358.209999999999,13352.78,13710.99,13765.91,13322.66
01/26/2022,-329.65,13542.12,13871.77,14002.65,13392.19
01/25/2022,-71.5799999999999,13539.29,13610.87,13781.62,13414.14
01/24/2022,373.629999999999,13855.13,13481.5,13876.61,13094.65
01/21/2022,-277.299999999999,13768.92,14046.22,14171.72,13764.24
01/20/2022,-308.83,14154.02,14462.85,14642.03,14140.78
01/19/2022,-241.959999999999,14340.26,14582.22,14658.89,14331.65
